Ref;Location;lat;long;Region;Bioregion;Depth;Specie;Genus;Life-form;DBD;Mud %;CaCO3;OM;Corg
89;;59.8377332;23.20531664;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;1.33;9.2;;;0.2
89;;59.92527425;21.78158008;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;1.32;5.1;;;0.13
89;;60.12436866;21.45282787;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;1.34;3.2;;;0.45
89;;60.11945135;21.40109484;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;1.42;2.9;;;0.19
89;;60.14796295;21.40023808;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;1.33;9;;;0.35
89;;60.22296961;21.69348233;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;1.37;7.2;;;0.33
90;;28.51813679;-82.82090406;Caribean Sea;Tropical Atlantic;1.34;Thalassia testudinum;Thalassia spp.;Persistent;0.99;;;;0.79
90;;28.51813679;-82.82090406;Caribean Sea;Tropical Atlantic;0.93;Thalassia testudinum;Thalassia spp.;Persistent;0.2;;;;8.29
90;;28.51813679;-82.82090406;Caribean Sea;Tropical Atlantic;1.2;Thalassia testudinum;Thalassia spp.;Persistent;0.54;;;;2.52
91;;-6.046712517;39.4083487;E Africa;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;1.5;;;;0.7
91;;-6.166853195;39.43756293;E Africa;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;1.35;;;;1.02
91;;-6.166853195;39.43756293;E Africa;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendrum spp.;Persistent;1.32;;;;1.44
91;;-6.166853195;39.43756293;E Africa;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;1.36;;;;0.76
91;;-6.320138181;39.28698253;E Africa;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;1.53;;;;0.81
91;;-6.320138181;39.28698253;E Africa;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendrum spp.;Persistent;1.55;;;;0.59
91;;-6.320138181;39.28698253;E Africa;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;1.48;;;;0.46
91;;-6.230028753;39.19983962;E Africa;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendrum spp.;Persistent;1.48;;;;0.47
91;;-6.230028753;39.19983962;E Africa;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;1.59;;;;0.47
91;;-6.230028753;39.19983962;E Africa;Tropical Indo-Pacific;;Cymodocea spp.;Cymodocea spp.;Opportinistic;1.77;;;;0.54
91;;-6.443799749;38.96176087;E Africa;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;1.91;;;;0.28
91;;-6.443799749;38.96176087;E Africa;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendrum spp.;Persistent;1.73;;;;0.28
91;;-6.443799749;38.96176087;E Africa;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;1.91;;;;0.28
91;;-6.443799749;38.96176087;E Africa;Tropical Indo-Pacific;;Cymodocea spp.;Cymodocea spp.;Opportinistic;1.84;;;;0.27
91;;-6.561089994;39.13507067;E Africa;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendrum spp.;Persistent;1.68;;;;0.22
91;;-6.561089994;39.13507067;E Africa;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;1.84;;;;0.35
91;;-6.561089994;39.13507067;E Africa;Tropical Indo-Pacific;;Cymodocea spp.;Cymodocea spp.;Opportinistic;1.77;;;;0.4
91;;-6.745551234;39.26388943;E Africa;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;1.58;;;;0.51
91;;-26.03723749;32.93349202;E Africa;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendrum spp.;Persistent;1.67;;;;0.81
91;;-26.03723749;32.93349202;E Africa;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;1.8;;;;0.2
91;;-26.03723749;32.93349202;E Africa;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendrum spp.;Persistent;1.68;;;;0.2
91;;-26.03723749;32.93349202;E Africa;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;2.45;;;;0.32
91;;-25.99277365;32.92175427;E Africa;Tropical Indo-Pacific;;Cymodocea spp.;Cymodocea spp.;Opportinistic;1.71;;;;0.22
91;;-25.99277365;32.92175427;E Africa;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendrum spp.;Persistent;1.99;;;;0.52
91;;-25.99277365;32.92175427;E Africa;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;1.67;;;;0.31
91;;-25.99277365;32.92175427;E Africa;Tropical Indo-Pacific;;Cymodocea spp.;Cymodocea spp.;Opportinistic;1.72;;;;0.25
92;;42.20011307;-8.798616702;Atlantic Europe;Temperate North Atlantic;2.1;Zostera marina;Zostera spp.;Opportinistic;;1.2;;0.7;0.07
92;;42.20011307;-8.798616702;Atlantic Europe;Temperate North Atlantic;2.1;Zostera marina;Zostera spp.;Opportinistic;;0.8;;0.4;0
93;;36.70683119;24.40536075;Mediterranean Sea;Mediterranean;;Cymodocea nodosa;Cymodocea spp.;Opportinistic;1.2;2.5;;;
93;;38.39397807;14.97020025;Mediterranean Sea;Mediterranean;;Cymodocea nodosa;Cymodocea spp.;Opportinistic;1.55;1;;;
94;;56.03675179;-133.2716715;NW America;Temperate North Pacific;intertidal;Zostera marina;Zostera spp.;Opportinistic;1.33;;;2.38;0.71
94;;55.79163028;-133.2295103;NW America;Temperate North Pacific;intertidal;Zostera marina;Zostera spp.;Opportinistic;0.8;;;5.06;1.55
94;;55.75121068;-133.2817704;NW America;Temperate North Pacific;intertidal;Zostera marina;Zostera spp.;Opportinistic;1.63;;;8.29;2.56
94;;55.72178828;-133.3274979;NW America;Temperate North Pacific;intertidal;Zostera marina;Zostera spp.;Opportinistic;1.67;;;3.43;1.04
94;;55.71258923;-133.3470955;NW America;Temperate North Pacific;intertidal;Zostera marina;Zostera spp.;Opportinistic;1.58;;;2.2;0.65
94;;55.65366398;-133.3895568;NW America;Temperate North Pacific;intertidal;Zostera marina;Zostera spp.;Opportinistic;1.64;;;1.6;0.47
94;;55.56141546;-133.4156868;NW America;Temperate North Pacific;intertidal;Zostera marina;Zostera spp.;Opportinistic;1.04;;;3.56;1.08
94;;55.53924352;-133.1282564;NW America;Temperate North Pacific;intertidal;Zostera marina;Zostera spp.;Opportinistic;1.28;;;2.92;0.88
94;;55.64629209;-133.4124206;NW America;Temperate North Pacific;intertidal;Zostera marina;Zostera spp.;Opportinistic;0.91;;;5.1;1.56
94;;55.34841948;-132.9780087;NW America;Temperate North Pacific;intertidal;Zostera marina;Zostera spp.;Opportinistic;1.33;;;2.88;0.87
94;;55.26475987;-133.0041387;NW America;Temperate North Pacific;intertidal;Zostera marina;Zostera spp.;Opportinistic;1.01;;;4.84;1.48
94;;55.22006924;-132.9159498;NW America;Temperate North Pacific;intertidal;Zostera marina;Zostera spp.;Opportinistic;1.25;;;9.38;2.9
94;;55.25917629;-132.8310272;NW America;Temperate North Pacific;intertidal;Zostera marina;Zostera spp.;Opportinistic;1.47;;;7.16;2.21
94;;55.17719357;-132.9126836;NW America;Temperate North Pacific;intertidal;Zostera marina;Zostera spp.;Opportinistic;1.36;;;2.3;0.69
94;;55.06699693;-132.8375597;NW America;Temperate North Pacific;intertidal;Zostera marina;Zostera spp.;Opportinistic;1.02;;;4.96;1.52
94;;55.15853756;-132.5958569;NW America;Temperate North Pacific;intertidal;Zostera marina;Zostera spp.;Opportinistic;1.77;;;1.74;0.51
94;;52.070681;-128.4175717;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;1.54;;;;0.18
94;;51.94218626;-128.4628903;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;1.31;;;;0.23
94;;51.8141714;-128.2390439;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;1.66;;;;0.32
94;;51.74960213;-127.8819882;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;1.55;;;;0.71
94;;51.66961227;-128.0879819;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;1.46;;;;0.62
94;;51.64831455;-128.0921017;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;1.22;;;;0.74
94;;49.67846115;-124.9736526;NW America;Temperate North Pacific;intertidal;Zostera marina;Zostera spp.;Opportinistic;1.42;;;;0.6
94;;48.6149539;-122.5003087;NW America;Temperate North Pacific;intertidal;Zostera marina;Zostera spp.;Opportinistic;1.3;;;;1.02
94;;48.51225641;-122.5387609;NW America;Temperate North Pacific;intertidal;Zostera marina;Zostera spp.;Opportinistic;0.96;;;;1.72
94;;47.52295094;-122.505854;NW America;Temperate North Pacific;intertidal;Zostera marina;Zostera spp.;Opportinistic;1.43;;;;0.19
94;;47.33845289;-122.4878896;NW America;Temperate North Pacific;intertidal;Zostera marina;Zostera spp.;Opportinistic;1.43;;;;0.38
94;;43.3157652;-124.325027;NW America;Temperate North Pacific;intertidal;Zostera marina;Zostera spp.;Opportinistic;1.7;;;;0.42
94;;;;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;1.7;;;;0.29
94;;;;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;1.49;;;1.67;0.42
94;;;;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;1.4;;;1.77;0.44
94;;;;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;1.36;;;2.36;0.63
94;;;;NW America;Temperate North Pacific;intertidal;Zostera marina;Zostera spp.;Opportinistic;1.31;;;1.68;0.41
94;;;;NW America;Temperate North Pacific;intertidal;Zostera marina;Zostera spp.;Opportinistic;1.08;;;1.66;0.22
94;;;;NW America;Temperate North Pacific;intertidal;Zostera marina;Zostera spp.;Opportinistic;1.06;;;2.97;0.36
94;;52.05843042;-128.4096383;NW America;Temperate North Pacific;0.6;Zostera marina;Zostera spp.;Opportinistic;;0.4;;;
94;;51.91887662;-128.4699985;NW America;Temperate North Pacific;0.8;Zostera marina;Zostera spp.;Opportinistic;;1;;;
94;;51.80246769;-128.2370291;NW America;Temperate North Pacific;0;Zostera marina;Zostera spp.;Opportinistic;;6;;;
94;;51.66934135;-128.1184265;NW America;Temperate North Pacific;0.3;Zostera marina;Zostera spp.;Opportinistic;;0.1;;;
94;;51.64634888;-128.105719;NW America;Temperate North Pacific;0.2;Zostera marina;Zostera spp.;Opportinistic;;0.7;;;
94;;51.7054488;-127.8822801;NW America;Temperate North Pacific;2.5;Zostera marina;Zostera spp.;Opportinistic;;0.2;;;
95;;-32.28367392;152.4976896;E Australia;Temperate Southern Oceans;;Posidonia australis;Posidonia spp.;Persistent;1.2;15;2.7;;1
95;;-32.28367392;152.4976896;E Australia;Temperate Southern Oceans;;Ruppia megacarpa;Ruppia spp.;Colonising;0.6;71;3.7;;4.9
95;;-32.28367392;152.4976896;E Australia;Temperate Southern Oceans;;Halophila ovalis;Halophila spp.;Colonising;1.4;7;1.3;;0.4
95;;-31.64659132;152.810559;E Australia;Temperate Southern Oceans;;Zostera capricorni;Zostera spp.;Opportinistic;0.7;77;3.4;;3.2
95;;-31.64659132;152.810559;E Australia;Temperate Southern Oceans;;Ruppia megacarpa;Ruppia spp.;Colonising;0.8;57;1.2;;2.2
95;;-31.64659132;152.810559;E Australia;Temperate Southern Oceans;;Zostera muelleri;Zostera spp.;Opportinistic;0.6;58;1.9;;2.2
95;;-31.42435374;152.9141328;E Australia;Temperate Southern Oceans;;Halophila ovalis;Halophila spp.;Colonising;0.6;56;18.9;;2.3
95;;-31.42435374;152.9141328;E Australia;Temperate Southern Oceans;;Halophila ovalis;Halophila spp.;Colonising;1.1;65;0.6;;1.9
96;;18.34933701;110.0737644;SE Asia;Tropical Indo-Pacific;;mixed;mixed;;1.5;2.4;;;0.329
96;;16.5499061;112.8013862;SE Asia;Tropical Indo-Pacific;;mixed;mixed;;1.74;7.34;;;0.314
97;;58.25;11.45;Mediterranean Sea;Mediterranean;;Zostera marina;Zostera spp.;Opportinistic;1.327484;;;;3.2260577
97;;60.03;21.71;Mediterranean Sea;Mediterranean;;Zostera marina;Zostera spp.;Opportinistic;0.84115;;;;2.99816065
97;;56.77;8.48;Mediterranean Sea;Mediterranean;;Zostera marina;Zostera spp.;Opportinistic;1.30646;;;;3.85888068
97;;56.67;8.58;E Asia;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;1.022832;;;;1.0912309
97;;55.53;10.6;E Asia;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;1.0339;;;;1.1235772
97;;55.04;10.69;E Asia;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;1.002772;;;;1.12716868
97;;57.89;11.66;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;1.46508;;;;0.52495174
97;;59.82;22.99;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;1.20568;;;;0.37146474
97;;59.84;23.24;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;1.41636;;;;0.35763522
97;;40.86;-72.45;NE America;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.45564;;;;0.6322408
97;;49.11;-68.17;NE America;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.62348;;;;0.20866196
97;;32.7;-117.17;NE America;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.75612;;;;0.44029292
97;;49;-123.1;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.5136;;;;0.44072114
97;;43.45;3.66;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.5216;;;;0.38118488
97;;59.83;23.08;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.5528;;;;0.31880034
97;;60.12;21.86;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;;;;;0.72746406
97;;58.26;11.48;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;;;;;0.81813504
97;;59.92;21.81;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;;;;;0.75270238
97;;60.11;21.71;NE America;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.299612;;;;0.31563214
97;;30.42;-115.96;NE America;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.299635;;;;0.219219475
97;;34.3;132.91;NE America;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.299888;;;;0.3765117
97;;56.69;8.58;NE America;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.4244;;;;0.15148304
97;;60.13;21.44;NE America;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.3232;;;;0.2275706
97;;42.42;-70.91;NE America;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.31;;;;0.28950536
97;;58.34;11.55;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;0.505983143;;;;3.907594943
97;;67.21;15;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;0.366867714;;;;5.738080971
97;;34.67;-76.57;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;0.401956857;;;;5.2908203
97;;38.32;-123.05;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.455874857;;;;0.674459829
97;;55.44;10.55;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.620455714;;;;0.274169557
97;;58.04;11.8;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.688041333;;;;0.2126589
97;;59.88;21.74;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;0.223618857;;;;8.6972957
97;;55.44;10.55;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;0.214006;;;;9.63216785
97;;56.62;9.28;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;0.202150857;;;;7.4015907
97;;37.95;-122.41;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;0.893928667;;;;2.681505117
97;;44.61;-124.01;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;0.796370286;;;;3.005252171
97;;46.47;-124.02;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;0.776269143;;;;3.030072643
97;;58.01;11.71;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.365602857;;;;0.73696698
97;;57.01;9.05;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.294305714;;;;0.955935381
97;;54.19;-130.24;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.065416667;;;;1.394538884
97;;37.22;-76.4;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;0.585028571;;;;3.995322482
97;;55.53;10.6;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;0.588742857;;;;3.399046883
97;;60.21;21.7;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;0.488185714;;;;3.780237661
97;;34.89;128.02;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;0.454157143;;;;3.146854426
97;;54.99;10.65;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;0.479171429;;;;3.281698355
97;;55.3;10.83;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;0.42104;;;;3.161622529
97;;58.36;11.56;NE America;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.431664;;;;0.16876364
97;;43.02;144.9;NE America;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.3918584;;;;0.33927778
97;;;;NE America;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.456616;;;;0.21513246
97;;;;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;0.92908;;;;1.1153796
97;;;;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;0.905988;;;;1.24914742
97;;;;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;0.821985;;;;1.514448375
97;;;;E Asia;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;0.946492;;;;1.0696879
97;;;;E Asia;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;0.625356;;;;1.69466392
97;;;;E Asia;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;0.73256;;;;1.22455562
97;;;;E Pacific;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;1.277348;;;;0.17141624
97;;;;E Pacific;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;1.357012;;;;0.19611522
97;;;;E Pacific;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;1.298964;;;;0.19780818
97;;;;E Pacific;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;1.452952;;;;0.41095316
97;;;;E Pacific;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;1.415444;;;;0.45904454
97;;;;E Pacific;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;1.41712;;;;0.41099658
97;;;;E Pacific;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;1.11934;;;;0.36892244
97;;;;E Pacific;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;1.176592;;;;0.30512056
97;;;;E Pacific;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;1.172504;;;;0.22987052
97;;;;NE America;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.676;;;;0.75480696
97;;;;NE America;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.6892;;;;0.5654516
97;;;;NE America;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.7964;;;;0.48317382
97;;;;E Asia;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;0.9979884;;;;0.9862879
97;;;;E Asia;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;1.0283628;;;;0.80981936
97;;;;E Asia;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;0.9558932;;;;0.80153658
97;;;;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;1.347528;;;;0.35070144
97;;;;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;1.33926;;;;0.32144114
97;;;;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;1.281072;;;;0.309688
97;;;;E Pacific;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;1.62255;;;;0.5114869
97;;;;E Pacific;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;1.50344;;;;0.43101648
97;;;;E Pacific;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;1.5952;;;;0.65598448
97;;;;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.312425;;;;0.264688763
97;;;;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.388425;;;;0.299296738
97;;;;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.357445;;;;0.203957175
97;;;;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.39907;;;;0.186490888
97;;;;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.360055;;;;0.222768738
97;;;;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.3497125;;;;0.205026288
97;;;;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.3863075;;;;0.12232625
97;;;;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.4294025;;;;0.113419475
97;;;;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.36568;;;;0.150617725
97;;;;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.402035;;;;0.14897715
97;;;;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.375345;;;;0.1639959
97;;;;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.47814;;;;0.162815088
97;;;;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.388965;;;;0.17337715
97;;;;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.408895;;;;0.227082175
97;;;;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.3416825;;;;0.185904063
97;;;;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.296037778;;;;0.125412011
97;;;;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.28902;;;;0.136002967
97;;;;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.319775556;;;;0.127535456
97;;;;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.35604;;;;0.607452363
97;;;;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.3195;;;;0.280696113
97;;;;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.359985;;;;0.459617325
97;;;;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.467875;;;;0.206988175
97;;;;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.45905;;;;0.208398317
97;;;;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.50029;;;;0.150483283
97;;;;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.087037143;;;;0.327059857
97;;;;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.071155;;;;0.381616575
97;;;;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.1715925;;;;0.37454005
97;;;;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.337535;;;;0.19515055
97;;;;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.3389375;;;;0.192560325
97;;;;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;0.5816025;;;;0.600197138
97;;;;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.51568;;;;0.177317063
97;;;;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.555735;;;;0.133288563
97;;;;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.336225;;;;0.560802863
97;;;;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;0.92297;;;;2.466525625
97;;;;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;0.9569;;;;2.232233838
97;;;;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;0.938115;;;;2.206332925
97;;;;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.269016667;;;;1.97107905
97;;;;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.26202;;;;1.983569983
97;;;;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.24321;;;;2.580240433
97;;;;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.042423333;;;;1.52077385
97;;;;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.257933333;;;;1.383806867
97;;;;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.042736;;;;1.68917162
97;;;;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.4958425;;;;0.206348913
97;;;;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.4857675;;;;0.225705713
97;;;;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.450385;;;;0.48532975
97;;;;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;0.3329125;;;;4.886875
97;;;;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.23635;;;;6.662288738
97;;;;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;1.459615;;;;5.7883877
97;;;;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;0.4915125;;;;1.135406125
